Prompt_ID,Input_Token_Length,Context_Size,Token_Index_k,Per_Token_Latency_ms
44555c7f-6d35-47b6-8df4-cededda8aad5,18,93,76,390.4359940000859
44555c7f-6d35-47b6-8df4-cededda8aad5,18,94,77,392.341579999993
44555c7f-6d35-47b6-8df4-cededda8aad5,18,95,78,391.5143670000134
44555c7f-6d35-47b6-8df4-cededda8aad5,18,96,79,387.86741799992797
44555c7f-6d35-47b6-8df4-cededda8aad5,18,97,80,403.86540999998033
44555c7f-6d35-47b6-8df4-cededda8aad5,18,98,81,399.4742120000865
44555c7f-6d35-47b6-8df4-cededda8aad5,18,99,82,408.6398239999198
44555c7f-6d35-47b6-8df4-cededda8aad5,18,100,83,404.46214400003555
44555c7f-6d35-47b6-8df4-cededda8aad5,18,101,84,399.7166039999911
44555c7f-6d35-47b6-8df4-cededda8aad5,18,102,85,403.00253899999916
44555c7f-6d35-47b6-8df4-cededda8aad5,18,103,86,400.1516859999583
44555c7f-6d35-47b6-8df4-cededda8aad5,18,104,87,400.5594770000016
6f2a319f-b412-4887-823f-f757cf049d7d,48,48,1,343.2639200000267
6f2a319f-b412-4887-823f-f757cf049d7d,48,49,2,326.6337549999889
6f2a319f-b412-4887-823f-f757cf049d7d,48,50,3,336.20504399993933
6f2a319f-b412-4887-823f-f757cf049d7d,48,51,4,343.8894739999796
6f2a319f-b412-4887-823f-f757cf049d7d,48,52,5,334.0223480000759
6f2a319f-b412-4887-823f-f757cf049d7d,48,53,6,334.78706500000044
6f2a319f-b412-4887-823f-f757cf049d7d,48,54,7,354.95427000000745
6f2a319f-b412-4887-823f-f757cf049d7d,48,55,8,339.8526449999508
6f2a319f-b412-4887-823f-f757cf049d7d,48,56,9,342.0304830000305
6f2a319f-b412-4887-823f-f757cf049d7d,48,57,10,353.1517960000201
6f2a319f-b412-4887-823f-f757cf049d7d,48,58,11,362.79236099994705
6f2a319f-b412-4887-823f-f757cf049d7d,48,59,12,395.1511489999575
6f2a319f-b412-4887-823f-f757cf049d7d,48,60,13,398.46908700008044
6f2a319f-b412-4887-823f-f757cf049d7d,48,61,14,397.6235519999136
6f2a319f-b412-4887-823f-f757cf049d7d,48,62,15,430.67694100000153
6f2a319f-b412-4887-823f-f757cf049d7d,48,63,16,430.3589290000218
6f2a319f-b412-4887-823f-f757cf049d7d,48,64,17,349.09748699999454
6f2a319f-b412-4887-823f-f757cf049d7d,48,65,18,364.0629370000852
6f2a319f-b412-4887-823f-f757cf049d7d,48,66,19,351.87197799996284
6f2a319f-b412-4887-823f-f757cf049d7d,48,67,20,355.4911850000053
6f2a319f-b412-4887-823f-f757cf049d7d,48,68,21,365.5674269999736
6f2a319f-b412-4887-823f-f757cf049d7d,48,69,22,356.0946329999979
6f2a319f-b412-4887-823f-f757cf049d7d,48,70,23,364.9307770000405
6f2a319f-b412-4887-823f-f757cf049d7d,48,71,24,372.7912199999537
6f2a319f-b412-4887-823f-f757cf049d7d,48,72,25,367.0109270000239
6f2a319f-b412-4887-823f-f757cf049d7d,48,73,26,369.98791799999253
6f2a319f-b412-4887-823f-f757cf049d7d,48,74,27,362.28791999997156
6f2a319f-b412-4887-823f-f757cf049d7d,48,75,28,365.078896
6f2a319f-b412-4887-823f-f757cf049d7d,48,76,29,369.7293139999829
6f2a319f-b412-4887-823f-f757cf049d7d,48,77,30,370.3954810000596
6f2a319f-b412-4887-823f-f757cf049d7d,48,78,31,371.8202630000178
6f2a319f-b412-4887-823f-f757cf049d7d,48,79,32,371.8097119999584
6f2a319f-b412-4887-823f-f757cf049d7d,48,80,33,369.78184300005523
6f2a319f-b412-4887-823f-f757cf049d7d,48,81,34,371.679004999919
6f2a319f-b412-4887-823f-f757cf049d7d,48,82,35,374.8089489999984
6f2a319f-b412-4887-823f-f757cf049d7d,48,83,36,373.10232600009385
6f2a319f-b412-4887-823f-f757cf049d7d,48,84,37,371.87715399988974
6f2a319f-b412-4887-823f-f757cf049d7d,48,85,38,397.94337600005747
6f2a319f-b412-4887-823f-f757cf049d7d,48,86,39,379.55529700002444
6f2a319f-b412-4887-823f-f757cf049d7d,48,87,40,379.6331309999914
6f2a319f-b412-4887-823f-f757cf049d7d,48,88,41,377.66084600002614
6f2a319f-b412-4887-823f-f757cf049d7d,48,89,42,384.4371629999159
6f2a319f-b412-4887-823f-f757cf049d7d,48,90,43,381.67014700002255
6f2a319f-b412-4887-823f-f757cf049d7d,48,91,44,452.5374780000675
6f2a319f-b412-4887-823f-f757cf049d7d,48,92,45,435.23014099991997
6f2a319f-b412-4887-823f-f757cf049d7d,48,93,46,418.76308200005496
6f2a319f-b412-4887-823f-f757cf049d7d,48,94,47,448.04619399997136
6f2a319f-b412-4887-823f-f757cf049d7d,48,95,48,448.13896200003
6f2a319f-b412-4887-823f-f757cf049d7d,48,96,49,388.43467799995324
6f2a319f-b412-4887-823f-f757cf049d7d,48,97,50,396.5716650000104
6f2a319f-b412-4887-823f-f757cf049d7d,48,98,51,397.3824979999563
6f2a319f-b412-4887-823f-f757cf049d7d,48,99,52,388.75857300001826
6f2a319f-b412-4887-823f-f757cf049d7d,48,100,53,388.2459779999863
6f2a319f-b412-4887-823f-f757cf049d7d,48,101,54,393.0530580000777
6f2a319f-b412-4887-823f-f757cf049d7d,48,102,55,391.56909299993004
6f2a319f-b412-4887-823f-f757cf049d7d,48,103,56,401.85584599998947
6f2a319f-b412-4887-823f-f757cf049d7d,48,104,57,383.58727100001033
6f2a319f-b412-4887-823f-f757cf049d7d,48,105,58,390.3538260000232
6f2a319f-b412-4887-823f-f757cf049d7d,48,106,59,400.4537690000234
6f2a319f-b412-4887-823f-f757cf049d7d,48,107,60,387.67199400001573
6f2a319f-b412-4887-823f-f757cf049d7d,48,108,61,403.52942399999847
6f2a319f-b412-4887-823f-f757cf049d7d,48,109,62,397.537251000017
6f2a319f-b412-4887-823f-f757cf049d7d,48,110,63,395.30096999999387
6f2a319f-b412-4887-823f-f757cf049d7d,48,111,64,411.1049009999306
6f2a319f-b412-4887-823f-f757cf049d7d,48,112,65,394.3957720000526
6f2a319f-b412-4887-823f-f757cf049d7d,48,113,66,398.1655669999782
6f2a319f-b412-4887-823f-f757cf049d7d,48,114,67,392.85414899995885
6f2a319f-b412-4887-823f-f757cf049d7d,48,115,68,395.8276460000434
6f2a319f-b412-4887-823f-f757cf049d7d,48,116,69,407.36731000004056
6f2a319f-b412-4887-823f-f757cf049d7d,48,117,70,401.94858600000316
6f2a319f-b412-4887-823f-f757cf049d7d,48,118,71,409.3449380000038
6f2a319f-b412-4887-823f-f757cf049d7d,48,119,72,400.4687769999009
6f2a319f-b412-4887-823f-f757cf049d7d,48,120,73,401.0778870000422
6f2a319f-b412-4887-823f-f757cf049d7d,48,121,74,493.007724999984
6f2a319f-b412-4887-823f-f757cf049d7d,48,122,75,444.8303039999928
6f2a319f-b412-4887-823f-f757cf049d7d,48,123,76,438.55018600004314
6f2a319f-b412-4887-823f-f757cf049d7d,48,124,77,475.19619299998794
6f2a319f-b412-4887-823f-f757cf049d7d,48,125,78,469.6490479999511
6f2a319f-b412-4887-823f-f757cf049d7d,48,126,79,416.1828930000411
6f2a319f-b412-4887-823f-f757cf049d7d,48,127,80,408.2610289999593
6f2a319f-b412-4887-823f-f757cf049d7d,48,128,81,427.7975450000895
6f2a319f-b412-4887-823f-f757cf049d7d,48,129,82,440.5362079999122
6f2a319f-b412-4887-823f-f757cf049d7d,48,130,83,447.329896000042
6f2a319f-b412-4887-823f-f757cf049d7d,48,131,84,432.4284250000119
6f2a319f-b412-4887-823f-f757cf049d7d,48,132,85,444.0417729999808
6f2a319f-b412-4887-823f-f757cf049d7d,48,133,86,440.06188100001964
6f2a319f-b412-4887-823f-f757cf049d7d,48,134,87,443.30842600004416
6f2a319f-b412-4887-823f-f757cf049d7d,48,135,88,442.1777339999835
6f2a319f-b412-4887-823f-f757cf049d7d,48,136,89,438.95208200001434
6f2a319f-b412-4887-823f-f757cf049d7d,48,137,90,450.4836219999788
6f2a319f-b412-4887-823f-f757cf049d7d,48,138,91,450.5854469999804
6f2a319f-b412-4887-823f-f757cf049d7d,48,139,92,445.16562700005124
6f2a319f-b412-4887-823f-f757cf049d7d,48,140,93,449.31378599994787
6f2a319f-b412-4887-823f-f757cf049d7d,48,141,94,448.50814599999467
6f2a319f-b412-4887-823f-f757cf049d7d,48,142,95,452.94408699999167
6f2a319f-b412-4887-823f-f757cf049d7d,48,143,96,459.02494999995724
6f2a319f-b412-4887-823f-f757cf049d7d,48,144,97,445.2285870000878
6f2a319f-b412-4887-823f-f757cf049d7d,48,145,98,452.92147599991495
6f2a319f-b412-4887-823f-f757cf049d7d,48,146,99,447.3256630000151
6f2a319f-b412-4887-823f-f757cf049d7d,48,147,100,458.58999300003234
6f2a319f-b412-4887-823f-f757cf049d7d,48,148,101,492.07611799999995
6f2a319f-b412-4887-823f-f757cf049d7d,48,149,102,504.25170000005437
6f2a319f-b412-4887-823f-f757cf049d7d,48,150,103,502.66528299994206
6f2a319f-b412-4887-823f-f757cf049d7d,48,151,104,521.0862019999922
6f2a319f-b412-4887-823f-f757cf049d7d,48,152,105,505.49674499995945
6f2a319f-b412-4887-823f-f757cf049d7d,48,153,106,463.9762920000976
6f2a319f-b412-4887-823f-f757cf049d7d,48,154,107,462.49037799998405
6f2a319f-b412-4887-823f-f757cf049d7d,48,155,108,452.01646099997106
6f2a319f-b412-4887-823f-f757cf049d7d,48,156,109,456.62890699998115
6f2a319f-b412-4887-823f-f757cf049d7d,48,157,110,459.5371809999733
6f2a319f-b412-4887-823f-f757cf049d7d,48,158,111,478.46325099999376
6f2a319f-b412-4887-823f-f757cf049d7d,48,159,112,455.7724420000113
6f2a319f-b412-4887-823f-f757cf049d7d,48,160,113,468.4910400000035
6f2a319f-b412-4887-823f-f757cf049d7d,48,161,114,461.93679500004237
6f2a319f-b412-4887-823f-f757cf049d7d,48,162,115,461.4308579999715
6f2a319f-b412-4887-823f-f757cf049d7d,48,163,116,461.0384620000332
6f2a319f-b412-4887-823f-f757cf049d7d,48,164,117,474.6288219999997
6f2a319f-b412-4887-823f-f757cf049d7d,48,165,118,463.49371400003747
6f2a319f-b412-4887-823f-f757cf049d7d,48,166,119,474.6746929999972
6f2a319f-b412-4887-823f-f757cf049d7d,48,167,120,467.1787059999133
6f2a319f-b412-4887-823f-f757cf049d7d,48,168,121,471.2344810000104
6f2a319f-b412-4887-823f-f757cf049d7d,48,169,122,474.11830800001553
6f2a319f-b412-4887-823f-f757cf049d7d,48,170,123,466.335205000064
6f2a319f-b412-4887-823f-f757cf049d7d,48,171,124,475.80909699991025
6f2a319f-b412-4887-823f-f757cf049d7d,48,172,125,463.7561370000185
6f2a319f-b412-4887-823f-f757cf049d7d,48,173,126,477.0904370000153
6f2a319f-b412-4887-823f-f757cf049d7d,48,174,127,508.917657999973
6f2a319f-b412-4887-823f-f757cf049d7d,48,175,128,512.0144850000088
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,15,1,347.0199490000141
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,16,2,378.83491499997035
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,17,3,355.49447599998985
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,18,4,274.48090899997624
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,19,5,281.1986789999992
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,20,6,285.84608400001343
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,21,7,288.51266200001646
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,22,8,292.9002199999786
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,23,9,292.99712400006683
